Wine 164	0.487131, 0.512869, 
Wine 165	0.49582, 0.50418, 
Wine 167	0.503818, 0.496182, 
Wine 168	0.495806, 0.504194, 
Wine 169	0.517095, 0.482905, 
Wine 170	0.487709, 0.512291, 
Wine 172	0.497226, 0.502774, 
Wine 173	0.4907, 0.5093, 
Wine 174	0.484205, 0.515795, 
Wine 175	0.481853, 0.518147, 
Wine 177	0.50668, 0.49332, 
Wine 178	0.494958, 0.505042, 
Wine 179	0.490042, 0.509958, 
Wine 180	0.488971, 0.511029, 
Wine 182	0.485839, 0.514161, 
Wine 183	0.485839, 0.514161, 
Wine 184	0.487067, 0.512933, 
Wine 185	0.480065, 0.519935, 
Wine 187	0.486489, 0.513511, 
Wine 188	0.477735, 0.522265, 
Wine 189	0.484124, 0.515876, 
Wine 190	0.487131, 0.512869, 
Wine 192	0.484743, 0.515257, 
Wine 193	0.475337, 0.524663, 
Wine 194	0.477611, 0.522389, 
Wine 195	0.49861, 0.50139, 
Wine 197	0.477155, 0.522845, 
Wine 198	0.492939, 0.507061, 
Wine 199	0.486489, 0.513511, 
Wine 200	0.480668, 0.519332, 
Wine 202	0.483497, 0.516503, 
Wine 203	0.4907, 0.5093, 
Wine 204	0.477611, 0.522389, 
Wine 205	0.477735, 0.522265, 
Wine 207	0.513364, 0.486636, 
Wine 208	0.487131, 0.512869, 
Wine 209	0.49791, 0.50209, 
Wine 210	0.507504, 0.492496, 
Wine 212	0.512456, 0.487544, 
Wine 213	0.499427, 0.500573, 
Wine 214	0.483586, 0.516414, 
Wine 215	0.490042, 0.509958, 
Wine 217	0.481165, 0.518835, 
Wine 218	0.46026, 0.53974, 
Wine 219	0.497222, 0.502778, 
Wine 220	0.500847, 0.499153, 
Wine 222	0.490042, 0.509958, 
Wine 223	0.474229, 0.525771, 
Wine 224	0.496525, 0.503475, 
Wine 225	0.494953, 0.505047, 
Wine 227	0.514042, 0.485958, 
Wine 228	0.500877, 0.499123, 
Wine 229	0.484205, 0.515795, 
Wine 230	0.50155, 0.49845, 
Wine 232	0.516146, 0.483854, 
Wine 233	0.497226, 0.502774, 
Wine 234	0.493598, 0.506402, 
Wine 235	0.500157, 0.499843, 
Wine 237	0.509575, 0.490425, 
Wine 238	0.513364, 0.486636, 
Wine 239	0.487709, 0.512291, 
Wine 240	0.503818, 0.496182, 
Wine 242	0.477735, 0.522265, 
Wine 243	0.504554, 0.495446, 
Wine 244	0.486489, 0.513511, 
Wine 245	0.50592, 0.49408, 
Wine 247	0.49135, 0.50865, 
Wine 248	0.481165, 0.518835, 
Wine 249	0.49652, 0.50348, 
Wine 250	0.49135, 0.50865, 
Wine 252	0.480562, 0.519438, 
Wine 253	0.489376, 0.510624, 
Wine 254	0.49155, 0.50845, 
Wine 255	0.49582, 0.50418, 
Wine 257	0.480562, 0.519438, 
Wine 258	0.497222, 0.502778, 
Wine 259	0.496525, 0.503475, 
Wine 260	0.492249, 0.507751, 
Wine 262	0.500157, 0.499843, 
Wine 263	0.477735, 0.522265, 
Wine 264	0.492908, 0.507092, 
Wine 265	0.50743, 0.49257, 
Wine 267	0.49653, 0.50347, 
Wine 268	0.503818, 0.496182, 
Wine 269	0.51449, 0.48551, 
Wine 270	0.50592, 0.49408, 
Wine 272	0.492908, 0.507092, 
Wine 273	0.503771, 0.496229, 
Wine 274	0.512456, 0.487544, 
Wine 275	0.522749, 0.477251, 
Wine 277	0.507998, 0.492002, 
Wine 278	0.504373, 0.495627, 
Wine 279	0.50668, 0.49332, 
Wine 280	0.488702, 0.511298, 
Wine 282	0.477735, 0.522265, 
Wine 283	0.496525, 0.503475, 
Wine 284	0.497222, 0.502778, 
Wine 285	0.502291, 0.497709, 
Wine 287	0.507998, 0.492002, 
Wine 288	0.511648, 0.488352, 
Wine 289	0.51449, 0.48551, 
Wine 290	0.485839, 0.514161, 
Wine 292	0.512456, 0.487544, 
Wine 293	0.482959, 0.517041, 
Wine 294	0.515323, 0.484677, 
Wine 295	0.513254, 0.486746, 
Wine 297	0.482959, 0.517041, 
Wine 298	0.496525, 0.503475, 
Wine 299	0.490042, 0.509958, 
Wine 300	0.471823, 0.528177, 
Wine 302	0.519023, 0.480977, 
Wine 303	0.50668, 0.49332, 
Wine 304	0.50232, 0.49768, 
Wine 305	0.519023, 0.480977, 
Wine 307	0.522921, 0.477079, 
Wine 308	0.512456, 0.487544, 
Wine 309	0.499415, 0.500585, 
Wine 310	0.5265, 0.4735, 
Wine 312	0.484205, 0.515795, 
Wine 313	0.509657, 0.490343, 
Wine 314	0.504554, 0.495446, 
Wine 315	0.492249, 0.507751, 
Wine 317	0.480065, 0.519935, 
Wine 318	0.516146, 0.483854, 
Wine 319	0.49652, 0.50348, 
Wine 320	0.504554, 0.495446, 
Wine 322	0.500136, 0.499864, 
Wine 323	0.497222, 0.502778, 
Wine 324	0.490042, 0.509958, 
Wine 325	0.492939, 0.507061, 
Wine 327	0.51449, 0.48551, 
Wine 328	0.499415, 0.500585, 
Wine 329	0.480065, 0.519935, 
Wine 330	0.480065, 0.519935, 
Wine 332	0.49791, 0.50209, 
Wine 333	0.477155, 0.522845, 
Wine 334	0.477735, 0.522265, 
Wine 335	0.500136, 0.499864, 
Wine 337	0.494293, 0.505707, 
Wine 338	0.477735, 0.522265, 
Wine 339	0.487766, 0.512234, 
Wine 340	0.509657, 0.490343, 
Wine 342	0.525624, 0.474376, 
Wine 343	0.522921, 0.477079, 
Wine 344	0.484124, 0.515876, 
Wine 345	0.471823, 0.528177, 
Wine 347	0.516146, 0.483854, 
Wine 348	0.468332, 0.531668, 
Wine 349	0.480668, 0.519332, 
Wine 350	0.49362, 0.50638, 
Wine 352	0.477735, 0.522265, 
Wine 353	0.477155, 0.522845, 
Wine 354	0.513364, 0.486636, 
Wine 355	0.527364, 0.472636, 
Wine 357	0.490042, 0.509958, 
Wine 358	0.512456, 0.487544, 
Wine 359	0.516272, 0.483728, 
Wine 360	0.488702, 0.511298, 
Wine 362	0.492249, 0.507751, 
Wine 363	0.485839, 0.514161, 
Wine 364	0.482959, 0.517041, 
Wine 365	0.512456, 0.487544, 
Wine 367	0.505151, 0.494849, 
Wine 368	0.499415, 0.500585, 
Wine 369	0.49362, 0.50638, 
Wine 370	0.46536, 0.53464, 
Wine 372	0.495615, 0.504385, 
Wine 373	0.480668, 0.519332, 
Wine 374	0.477735, 0.522265, 
Wine 375	0.484743, 0.515257, 
Wine 377	0.499415, 0.500585, 
Wine 378	0.482959, 0.517041, 
Wine 379	0.478765, 0.521235, 
Wine 380	0.474229, 0.525771, 
Wine 382	0.49362, 0.50638, 
Wine 383	0.49135, 0.50865, 
Wine 384	0.487131, 0.512869, 
Wine 385	0.492939, 0.507061, 
Wine 387	0.484817, 0.515183, 
Wine 388	0.480065, 0.519935, 
Wine 389	0.527575, 0.472425, 
Wine 390	0.522749, 0.477251, 
Wine 392	0.503035, 0.496965, 
Wine 393	0.489376, 0.510624, 
Wine 394	0.498686, 0.501314, 
Wine 395	0.492939, 0.507061, 
Wine 397	0.49582, 0.50418, 
Wine 398	0.492249, 0.507751, 
Wine 399	0.513254, 0.486746, 
Wine 400	0.492249, 0.507751, 
Wine 402	0.487131, 0.512869, 
Wine 403	0.490042, 0.509958, 
Wine 404	0.505151, 0.494849, 
Wine 405	0.486489, 0.513511, 
Wine 407	0.492939, 0.507061, 
Wine 408	0.509575, 0.490425, 
Wine 409	0.495105, 0.504895, 
Wine 410	0.52527, 0.47473, 
Wine 412	0.493598, 0.506402, 
Wine 413	0.512456, 0.487544, 
Wine 414	0.483586, 0.516414, 
Wine 415	0.474645, 0.525355, 
Wine 417	0.498686, 0.501314, 
Wine 418	0.519167, 0.480833, 
Wine 419	0.483586, 0.516414, 
Wine 420	0.490042, 0.509958, 
Wine 422	0.489376, 0.510624, 
Wine 423	0.512456, 0.487544, 
Wine 424	0.502291, 0.497709, 
Wine 425	0.487131, 0.512869, 
Wine 427	0.482959, 0.517041, 
Wine 428	0.49582, 0.50418, 
Wine 429	0.484205, 0.515795, 
Wine 430	0.489376, 0.510624, 
Wine 432	0.529386, 0.470614, 
Wine 433	0.498686, 0.501314, 
Wine 434	0.528218, 0.471782, 
Wine 435	0.497898, 0.502102, 
Wine 437	0.525624, 0.474376, 
Wine 438	0.519023, 0.480977, 
Wine 439	0.492249, 0.507751, 
Wine 440	0.480562, 0.519438, 
Wine 442	0.481264, 0.518736, 
Wine 443	0.503035, 0.496965, 
Wine 444	0.516146, 0.483854, 
Wine 445	0.494293, 0.505707, 
Wine 447	0.509657, 0.490343, 
Wine 448	0.500136, 0.499864, 
Wine 449	0.512555, 0.487445, 
Wine 450	0.502291, 0.497709, 
Wine 452	0.492939, 0.507061, 
Wine 453	0.492939, 0.507061, 
Wine 454	0.489376, 0.510624, 
Wine 455	0.510441, 0.489559, 
Wine 457	0.483586, 0.516414, 
Wine 458	0.515323, 0.484677, 
Wine 459	0.505976, 0.494024, 
Wine 460	0.502291, 0.497709, 
Wine 462	0.504373, 0.495627, 
Wine 463	0.483586, 0.516414, 
Wine 464	0.512456, 0.487544, 
Wine 465	0.493598, 0.506402, 
Wine 467	0.502291, 0.497709, 
Wine 468	0.509575, 0.490425, 
Wine 469	0.51986, 0.48014, 
Wine 470	0.505976, 0.494024, 
Wine 472	0.502291, 0.497709, 
Wine 473	0.49582, 0.50418, 
Wine 474	0.496525, 0.503475, 
Wine 475	0.513254, 0.486746, 
Wine 477	0.483586, 0.516414, 
Wine 478	0.487131, 0.512869, 
Wine 479	0.492908, 0.507092, 
Wine 480	0.502291, 0.497709, 
Wine 482	0.525624, 0.474376, 
Wine 483	0.526699, 0.473301, 
Wine 484	0.492939, 0.507061, 
Wine 485	0.511113, 0.488887, 
Wine 487	0.513364, 0.486636, 
Wine 488	0.509575, 0.490425, 
Wine 489	0.5236, 0.4764, 
Wine 490	0.51986, 0.48014, 
Wine 492	0.508791, 0.491209, 
Wine 493	0.480065, 0.519935, 
Wine 494	0.5265, 0.4735, 
Wine 495	0.50592, 0.49408, 
Wine 497	0.483586, 0.516414, 
Wine 498	0.499415, 0.500585, 
Wine 499	0.484205, 0.515795, 
Wine 500	0.494293, 0.505707, 
Wine 502	0.486489, 0.513511, 
Wine 503	0.498686, 0.501314, 
Wine 504	0.487131, 0.512869, 
Wine 505	0.496525, 0.503475, 
Wine 507	0.513254, 0.486746, 
Wine 508	0.489376, 0.510624, 
Wine 509	0.474229, 0.525771, 
Wine 510	0.487131, 0.512869, 
Wine 512	0.501537, 0.498463, 
Wine 513	0.499415, 0.500585, 
Wine 514	0.494382, 0.505618, 
Wine 515	0.480065, 0.519935, 
Wine 517	0.505151, 0.494849, 
Wine 518	0.482959, 0.517041, 
Wine 519	0.505151, 0.494849, 
Wine 520	0.485839, 0.514161, 
Wine 522	0.495105, 0.504895, 
Wine 523	0.486489, 0.513511, 
Wine 524	0.498686, 0.501314, 
Wine 525	0.489376, 0.510624, 
Wine 527	0.501537, 0.498463, 
Wine 528	0.518176, 0.481824, 
Wine 529	0.492249, 0.507751, 
Wine 530	0.508791, 0.491209, 
Wine 532	0.508791, 0.491209, 
Wine 533	0.485839, 0.514161, 
Wine 534	0.497947, 0.502053, 
Wine 535	0.492939, 0.507061, 
Wine 537	0.498686, 0.501314, 
Wine 538	0.50592, 0.49408, 
Wine 539	0.518176, 0.481824, 
Wine 540	0.511648, 0.488352, 
Wine 542	0.477155, 0.522845, 
Wine 543	0.481165, 0.518835, 
Wine 544	0.477155, 0.522845, 
Wine 545	0.483586, 0.516414, 
Wine 547	0.498686, 0.501314, 
Wine 548	0.500773, 0.499227, 
Wine 549	0.495105, 0.504895, 
Wine 550	0.495105, 0.504895, 
Wine 552	0.507998, 0.492002, 
Wine 553	0.501537, 0.498463, 
Wine 554	0.495105, 0.504895, 
Wine 555	0.510829, 0.489171, 
Wine 557	0.512456, 0.487544, 
Wine 558	0.515323, 0.484677, 
Wine 559	0.510829, 0.489171, 
Wine 560	0.504373, 0.495627, 
Wine 562	0.49582, 0.50418, 
Wine 563	0.489376, 0.510624, 
Wine 564	0.513254, 0.486746, 
Wine 565	0.498686, 0.501314, 
Wine 567	0.494382, 0.505618, 
Wine 568	0.489376, 0.510624, 
Wine 569	0.492249, 0.507751, 
Wine 570	0.485839, 0.514161, 
Wine 572	0.501537, 0.498463, 
Wine 573	0.485839, 0.514161, 
Wine 574	0.485839, 0.514161, 
Wine 575	0.485839, 0.514161, 
Wine 577	0.505151, 0.494849, 
Wine 578	0.482959, 0.517041, 
Wine 579	0.501537, 0.498463, 
Wine 580	0.495105, 0.504895, 
Wine 582	0.486489, 0.513511, 
Wine 583	0.495105, 0.504895, 
Wine 584	0.499415, 0.500585, 
Wine 585	0.495105, 0.504895, 
Wine 587	0.501537, 0.498463, 
Wine 588	0.498686, 0.501314, 
Wine 589	0.490042, 0.509958, 
Wine 590	0.495105, 0.504895, 
Wine 592	0.492939, 0.507061, 
Wine 593	0.49582, 0.50418, 
Wine 594	0.482959, 0.517041, 
Wine 595	0.492939, 0.507061, 
Wine 597	0.485839, 0.514161, 
Wine 598	0.486489, 0.513511, 
Wine 599	0.492249, 0.507751, 
Wine 600	0.498686, 0.501314, 
Wine 602	0.503035, 0.496965, 
Wine 603	0.492249, 0.507751, 
Wine 604	0.4907, 0.5093, 
Wine 605	0.504373, 0.495627, 
Wine 607	0.489376, 0.510624, 
Wine 608	0.498686, 0.501314, 
Wine 609	0.492249, 0.507751, 
Wine 610	0.489376, 0.510624, 
Wine 612	0.500773, 0.499227, 
Wine 613	0.498686, 0.501314, 
Wine 614	0.508791, 0.491209, 
Wine 615	0.508791, 0.491209, 
Wine 617	0.492249, 0.507751, 
Wine 618	0.498686, 0.501314, 
Wine 619	0.489376, 0.510624, 
Wine 620	0.495105, 0.504895, 
Wine 622	0.504373, 0.495627, 
Wine 623	0.498686, 0.501314, 
Wine 624	0.507998, 0.492002, 
Wine 625	0.483586, 0.516414, 
Wine 627	0.499415, 0.500585, 
Wine 628	0.498686, 0.501314, 
Wine 629	0.507998, 0.492002, 
Wine 630	0.492249, 0.507751, 
Wine 632	0.505151, 0.494849, 
Wine 633	0.498686, 0.501314, 
Wine 634	0.492249, 0.507751, 
Wine 635	0.501537, 0.498463, 
Wine 637	0.497222, 0.502778, 
Wine 638	0.502291, 0.497709, 
Wine 639	0.489376, 0.510624, 
Wine 640	0.492249, 0.507751, 
Wine 642	0.492249, 0.507751, 
Wine 643	0.50592, 0.49408, 
Wine 644	0.498686, 0.501314, 
Wine 645	0.498686, 0.501314, 
Wine 647	0.474229, 0.525771, 
Wine 648	0.492249, 0.507751, 
Wine 649	0.489376, 0.510624, 
Wine 650	0.492939, 0.507061, 
Wine 652	0.495105, 0.504895, 
Wine 653	0.504373, 0.495627, 
Wine 654	0.492249, 0.507751, 
Wine 655	0.510829, 0.489171, 
Wine 657	0.495105, 0.504895, 
Wine 658	0.497222, 0.502778, 
Wine 659	0.495105, 0.504895, 
Wine 660	0.501537, 0.498463, 
Wine 662	0.488702, 0.511298, 
Wine 663	0.498686, 0.501314, 
Wine 664	0.511648, 0.488352, 
Wine 665	0.49582, 0.50418, 
Wine 667	0.492249, 0.507751, 
Wine 668	0.486489, 0.513511, 
Wine 669	0.50592, 0.49408, 
Wine 670	0.507998, 0.492002, 
Wine 672	0.510829, 0.489171, 
Wine 673	0.498686, 0.501314, 
Wine 674	0.492939, 0.507061, 
Wine 675	0.500773, 0.499227, 
Wine 677	0.498686, 0.501314, 
Wine 678	0.495105, 0.504895, 
Wine 679	0.497947, 0.502053, 
Wine 680	0.488702, 0.511298, 
Wine 682	0.492249, 0.507751, 
Wine 683	0.482959, 0.517041, 
Wine 684	0.482959, 0.517041, 
Wine 685	0.50668, 0.49332, 
Wine 687	0.489376, 0.510624, 
Wine 688	0.495105, 0.504895, 
Wine 689	0.496525, 0.503475, 
Wine 690	0.497199, 0.502801, 
Wine 692	0.507194, 0.492806, 
Wine 693	0.503035, 0.496965, 
Wine 694	0.498686, 0.501314, 
Wine 695	0.495105, 0.504895, 
Wine 697	0.485839, 0.514161, 
Wine 698	0.498686, 0.501314, 
Wine 699	0.489376, 0.510624, 
Wine 700	0.508791, 0.491209, 
Wine 702	0.51449, 0.48551, 
Wine 703	0.516146, 0.483854, 
Wine 704	0.492249, 0.507751, 
Wine 705	0.501537, 0.498463, 
Wine 707	0.504373, 0.495627, 
Wine 708	0.489376, 0.510624, 
Wine 709	0.492249, 0.507751, 
Wine 710	0.504373, 0.495627, 
Wine 712	0.507998, 0.492002, 
Wine 713	0.495105, 0.504895, 
Wine 714	0.485839, 0.514161, 
Wine 715	0.487766, 0.512234, 
Wine 717	0.499415, 0.500585, 
Wine 718	0.495105, 0.504895, 
Wine 719	0.507998, 0.492002, 
Wine 720	0.49155, 0.50845, 
Wine 722	0.489376, 0.510624, 
Wine 723	0.49155, 0.50845, 
Wine 724	0.498686, 0.501314, 
Wine 725	0.492249, 0.507751, 
Wine 727	0.495105, 0.504895, 
Wine 728	0.502291, 0.497709, 
Wine 729	0.508791, 0.491209, 
Wine 730	0.509575, 0.490425, 
Wine 732	0.495105, 0.504895, 
Wine 733	0.498686, 0.501314, 
Wine 734	0.501537, 0.498463, 
Wine 735	0.507194, 0.492806, 
Wine 737	0.492939, 0.507061, 
Wine 738	0.488702, 0.511298, 
Wine 739	0.500136, 0.499864, 
Wine 740	0.488702, 0.511298, 
Wine 742	0.484205, 0.515795, 
Wine 743	0.489376, 0.510624, 
Wine 744	0.501537, 0.498463, 
Wine 745	0.512456, 0.487544, 
Wine 747	0.495105, 0.504895, 
Wine 748	0.49582, 0.50418, 
Wine 749	0.49155, 0.50845, 
Wine 750	0.495105, 0.504895, 
Wine 752	0.482959, 0.517041, 
Wine 753	0.50592, 0.49408, 
Wine 754	0.508791, 0.491209, 
Wine 755	0.510829, 0.489171, 
Wine 757	0.515323, 0.484677, 
Wine 758	0.508791, 0.491209, 
Wine 759	0.508791, 0.491209, 
Wine 760	0.511648, 0.488352, 
Wine 762	0.495105, 0.504895, 
Wine 763	0.497199, 0.502801, 
Wine 764	0.49155, 0.50845, 
Wine 765	0.504373, 0.495627, 
Wine 767	0.49155, 0.50845, 
Wine 768	0.488702, 0.511298, 
Wine 769	0.492249, 0.507751, 
Wine 770	0.489376, 0.510624, 
Wine 772	0.500773, 0.499227, 
Wine 773	0.497947, 0.502053, 
Wine 774	0.495105, 0.504895, 
Wine 775	0.504373, 0.495627, 
Wine 777	0.492249, 0.507751, 
Wine 778	0.507998, 0.492002, 
Wine 779	0.495105, 0.504895, 
Wine 780	0.504373, 0.495627, 
Wine 782	0.504373, 0.495627, 
Wine 783	0.49155, 0.50845, 
Wine 784	0.489376, 0.510624, 
Wine 785	0.495105, 0.504895, 
Wine 787	0.504373, 0.495627, 
Wine 788	0.507998, 0.492002, 
Wine 789	0.504373, 0.495627, 
Wine 790	0.494382, 0.505618, 
Wine 792	0.494382, 0.505618, 
Wine 793	0.497947, 0.502053, 
Wine 794	0.498686, 0.501314, 
Wine 795	0.498686, 0.501314, 
Wine 797	0.497947, 0.502053, 
Wine 798	0.49155, 0.50845, 
Wine 799	0.504373, 0.495627, 
Wine 800	0.500773, 0.499227, 
Wine 802	0.507194, 0.492806, 
Wine 803	0.507998, 0.492002, 
Wine 804	0.490042, 0.509958, 
Wine 805	0.501537, 0.498463, 
Wine 807	0.501537, 0.498463, 
Wine 808	0.507998, 0.492002, 
Wine 809	0.499415, 0.500585, 
Wine 810	0.505151, 0.494849, 
Wine 812	0.498686, 0.501314, 
Wine 813	0.494382, 0.505618, 
Wine 814	0.497947, 0.502053, 
Wine 815	0.49155, 0.50845, 
Wine 817	0.49155, 0.50845, 
Wine 818	0.488702, 0.511298, 
Wine 819	0.494382, 0.505618, 
Wine 820	0.488702, 0.511298, 
Wine 822	0.510829, 0.489171, 
Wine 823	0.497947, 0.502053, 
Wine 824	0.497947, 0.502053, 
Wine 825	0.507936, 0.492064, 
Wine 827	0.500773, 0.499227, 
Wine 828	0.49582, 0.50418, 
Wine 829	0.511648, 0.488352, 
Wine 830	0.505151, 0.494849, 
Wine 832	0.494382, 0.505618, 
Wine 833	0.504373, 0.495627, 
Wine 834	0.510829, 0.489171, 
Wine 835	0.492939, 0.507061, 
Wine 837	0.500773, 0.499227, 
Wine 838	0.500773, 0.499227, 
Wine 839	0.507998, 0.492002, 
Wine 840	0.498686, 0.501314, 
Wine 842	0.497947, 0.502053, 
Wine 843	0.500773, 0.499227, 
Wine 844	0.501537, 0.498463, 
Wine 845	0.501537, 0.498463, 
Wine 847	0.500773, 0.499227, 
Wine 848	0.51449, 0.48551, 
Wine 849	0.494382, 0.505618, 
Wine 850	0.495105, 0.504895, 
Wine 852	0.51449, 0.48551, 
Wine 853	0.49155, 0.50845, 
Wine 854	0.497947, 0.502053, 
Wine 855	0.497199, 0.502801, 
Wine 857	0.497947, 0.502053, 
Wine 858	0.49155, 0.50845, 
Wine 859	0.498686, 0.501314, 
Wine 860	0.495105, 0.504895, 
Wine 862	0.505151, 0.494849, 
Wine 863	0.498686, 0.501314, 
Wine 864	0.507194, 0.492806, 
Wine 865	0.500773, 0.499227, 
Wine 867	0.508791, 0.491209, 
Wine 868	0.515323, 0.484677, 
Wine 869	0.49155, 0.50845, 
Wine 870	0.500773, 0.499227, 
Wine 872	0.498686, 0.501314, 
Wine 873	0.503584, 0.496416, 
Wine 874	0.495105, 0.504895, 
Wine 875	0.503584, 0.496416, 
Wine 877	0.498686, 0.501314, 
Wine 878	0.507998, 0.492002, 
Wine 879	0.505151, 0.494849, 
Wine 880	0.49155, 0.50845, 
Wine 882	0.50592, 0.49408, 
Wine 883	0.499415, 0.500585, 
Wine 884	0.505151, 0.494849, 
Wine 885	0.494382, 0.505618, 
Wine 887	0.501537, 0.498463, 
Wine 888	0.488702, 0.511298, 
Wine 889	0.495105, 0.504895, 
Wine 890	0.507194, 0.492806, 
Wine 892	0.505151, 0.494849, 
Wine 893	0.494382, 0.505618, 
Wine 894	0.502291, 0.497709, 
Wine 895	0.480065, 0.519935, 
Wine 897	0.49155, 0.50845, 
Wine 898	0.497199, 0.502801, 
Wine 899	0.501537, 0.498463, 
Wine 900	0.492939, 0.507061, 
Wine 902	0.495105, 0.504895, 
Wine 903	0.497947, 0.502053, 
Wine 904	0.497947, 0.502053, 
Wine 905	0.507194, 0.492806, 
Wine 907	0.49155, 0.50845, 
Wine 908	0.498686, 0.501314, 
Wine 909	0.504373, 0.495627, 
Wine 910	0.49582, 0.50418, 
Wine 912	0.500773, 0.499227, 
Wine 913	0.49155, 0.50845, 
Wine 914	0.497947, 0.502053, 
Wine 915	0.489376, 0.510624, 
Wine 917	0.495105, 0.504895, 
Wine 918	0.497947, 0.502053, 
Wine 919	0.504373, 0.495627, 
